school_id,name,boards,number_of_boards,state,district,pincode,country,udise_plus_id,udise_code_masked,staffroom_url
sr92072,"DEVI RUKMANI HIGHER SECONDARY SCHOOL,",CBSE,1,MADHYA PRADESH,KHARGONE,451001,India,3986254,******14204,https://www.thestaffroom.in/school/devi-rukmani-higher-secondary-school~sr92072
sr92073,SARDAR PATEL PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,BHOPAL,462027,India,3966434,******02532,https://www.thestaffroom.in/school/sardar-patel-public-school~sr92073
sr92074,T.R. GANDHI PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,MORENA,476001,India,,,https://www.thestaffroom.in/school/t-r-gandhi-public-school~sr92074
sr92075,SAMARPAN PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,VIDISHA,464001,India,4025115,******15610,https://www.thestaffroom.in/school/samarpan-public-school~sr92075
sr92076,RYAN INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,INDORE,452001,India,4032788,******05820,https://www.thestaffroom.in/school/ryan-international-school~sr92076
sr92077,RAO RUKMANI DEVI PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,NARSINGHPUR,487330,India,3929180,******07904,https://www.thestaffroom.in/school/rao-rukmani-devi-public-school~sr92077
sr92078,"SKYLINE SCHOOL,",CBSE,1,MADHYA PRADESH,CHHINDWARA,480106,India,4043362,******00203,https://www.thestaffroom.in/school/skyline-school~sr92078
sr92079,ST.THOMAS SCHOOL,CBSE,1,MADHYA PRADESH,DEWAS,455001,India,4018703,******34313,https://www.thestaffroom.in/school/st-thomas-school~sr92079
sr92080,SANSKRITI PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,SHIVPURI,473660,India,4032877,******22902,https://www.thestaffroom.in/school/sanskriti-public-school~sr92080
sr92081,RYAN INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,BHOPAL,462003,India,,,https://www.thestaffroom.in/school/ryan-international-school~sr92081
sr92082,UNNATI ACADEMY,CBSE,1,MADHYA PRADESH,DHAR,454660,India,4059400,******08003,https://www.thestaffroom.in/school/unnati-academy~sr92082
sr92083,SHRI KALOTA VIDHYAPEETH,CBSE,1,MADHYA PRADESH,INDORE,453115,India,,,https://www.thestaffroom.in/school/shri-kalota-vidhyapeeth~sr92083
sr92084,ANAMAY HIGHER SECONDARY SCHOOL,CBSE,1,MADHYA PRADESH,DEWAS,455001,India,,,https://www.thestaffroom.in/school/anamay-higher-secondary-school~sr92084
sr92085,INTERNATIONAL PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,VIDISHA,464221,India,3954123,******22711,https://www.thestaffroom.in/school/international-public-school~sr92085
sr92086,MUSKAN PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,ASHOKNAGAR,473331,India,4010389,******11802,https://www.thestaffroom.in/school/muskan-public-school~sr92086
sr92087,"SARASWATI VIDHYA MANDIR HIGHER SECONDARY SCHOOL,",CBSE,1,MADHYA PRADESH,MANDSAUR,458001,India,,,https://www.thestaffroom.in/school/saraswati-vidhya-mandir-higher-secondary-school~sr92087
sr92088,REEPAN PUBLIC HIGHER SECONDARY SCHOOL,CBSE,1,MADHYA PRADESH,INDORE,452014,India,,,https://www.thestaffroom.in/school/reepan-public-higher-secondary-school~sr92088
sr92089,"NEW CATHOLIC MISSION SCHOOL, JHABUA",CBSE,1,MADHYA PRADESH,JHABUA,457661,India,3905884,******07736,https://www.thestaffroom.in/school/new-catholic-mission-school-jhabua~sr92089
sr92090,SANKALP PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,BHOPAL,462026,India,3903519,******02433,https://www.thestaffroom.in/school/sankalp-public-school~sr92090
sr92091,"DELHI PUBLIC SCHOOL, KOLAR ROAD",CBSE,1,MADHYA PRADESH,BHOPAL,462042,India,,,https://www.thestaffroom.in/school/delhi-public-school-kolar-road~sr92091
sr92092,"SARASVATI VIDHYA MANDIR HIGHER SECONDARY SCHOOL,",CBSE,1,MADHYA PRADESH,SHAJAPUR,465001,India,4023491,******22003,https://www.thestaffroom.in/school/sarasvati-vidhya-mandir-higher-secondary-school~sr92092
sr92093,ST.AUGUSITNES (E.M.) HIGH SCHOOL SCHOOL,CBSE,1,MADHYA PRADESH,KHANDWA,450114,India,,,https://www.thestaffroom.in/school/st-augusitnes-e-m-high-school-school~sr92093
sr92094,KIDS WORLD SCHOOL,CBSE,1,MADHYA PRADESH,REWA,486001,India,3971363,******23724,https://www.thestaffroom.in/school/kids-world-school~sr92094
sr92095,"SHARDA VIDYA MANDIR, HR. SEC. SCHOOL",CBSE,1,MADHYA PRADESH,SEHORE,466001,India,,,https://www.thestaffroom.in/school/sharda-vidya-mandir-hr-sec-school~sr92095
sr92096,JAI GURUDEV INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,CHHINDWARA,480001,India,4019817,******12008,https://www.thestaffroom.in/school/jai-gurudev-international-school~sr92096
sr92097,ST. ARNOLDS SCHOOL,CBSE,1,MADHYA PRADESH,INDORE,452001,India,3973740,******04510,https://www.thestaffroom.in/school/st-arnolds-school~sr92097
sr92098,GURUKUL SANAWAD,CBSE,1,MADHYA PRADESH,KHARGONE,451111,India,3996506,******27632,https://www.thestaffroom.in/school/gurukul-sanawad~sr92098
sr92099,STEMFIELD INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,JABALPUR,482002,India,4060980,******31701,https://www.thestaffroom.in/school/stemfield-international-school~sr92099
sr92100,ANGELS PLANET SCHOOL,CBSE,1,MADHYA PRADESH,KHANDWA,450001,India,3985813,******02003,https://www.thestaffroom.in/school/angels-planet-school~sr92100
sr92101,SCHOLARS PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,BHIND,477001,India,3909402,******20803,https://www.thestaffroom.in/school/scholars-public-school~sr92101
sr92102,VIDISHA INTERNATIONAL PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,VIDISHA,464001,India,3983876,******23126,https://www.thestaffroom.in/school/vidisha-international-public-school~sr92102
sr92103,KESHAV INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,JHABUA,481001,India,3903530,******15202,https://www.thestaffroom.in/school/keshav-international-school~sr92103
sr92104,HOLY CROSS CO-ED SCHOOL,CBSE,1,MADHYA PRADESH,BHOPAL,462009,India,3962264,******10207,https://www.thestaffroom.in/school/holy-cross-co-ed-school~sr92104
sr92105,KRISHNA ACADEMY,CBSE,1,MADHYA PRADESH,KHARGONE,451221,India,3900499,******00811,https://www.thestaffroom.in/school/krishna-academy~sr92105
sr92106,OLYMPUS HIGH,CBSE,1,MADHYA PRADESH,VIDISHA,464001,India,3981043,******06503,https://www.thestaffroom.in/school/olympus-high~sr92106
sr92107,KAUTILYA EDUCATIONAL ACADEMY,CBSE,1,MADHYA PRADESH,SHAJAPUR,465106,India,3998313,******19431,https://www.thestaffroom.in/school/kautilya-educational-academy~sr92107
sr92108,LISIEUX ANAND SCHOOL,CBSE,1,MADHYA PRADESH,PANNA,488001,India,4019543,******22504,https://www.thestaffroom.in/school/lisieux-anand-school~sr92108
sr92109,KAUTILYA EDUCATIONAL ACADEMY,CBSE,1,MADHYA PRADESH,DEWAS,455001,India,,,https://www.thestaffroom.in/school/kautilya-educational-academy~sr92109
sr92110,"CAMPION SCHOOL BHOURI, BAIRAGARH",CBSE,1,MADHYA PRADESH,BHOPAL,462030,India,4049444,******00317,https://www.thestaffroom.in/school/campion-school-bhouri-bairagarh~sr92110
sr92111,MOUNT INDEX INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,INDORE,452016,India,3965970,******05303,https://www.thestaffroom.in/school/mount-index-international-school~sr92111
sr92112,SHREE BAFNA PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,JHABUA,457779,India,3963801,******09831,https://www.thestaffroom.in/school/shree-bafna-public-school~sr92112
sr92113,GVN GLOBAL SCHOOL,CBSE,1,MADHYA PRADESH,BHOPAL,462023,India,4035261,******02936,https://www.thestaffroom.in/school/gvn-global-school~sr92113
sr92114,SHREE DALAUDA PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,MANDSAUR,458667,India,3911013,******12827,https://www.thestaffroom.in/school/shree-dalauda-public-school~sr92114
sr92115,HIMALAYA INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,DHAR,454552,India,3932881,******12804,https://www.thestaffroom.in/school/himalaya-international-school~sr92115
sr92116,"LOTUS VALLEY SCHOOL, MANDSAUR",CBSE,1,MADHYA PRADESH,MANDSAUR,458001,India,3953155,******23717,https://www.thestaffroom.in/school/lotus-valley-school-mandsaur~sr92116
sr92117,DATAHARI PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,DHAR,454331,India,4038005,******01032,https://www.thestaffroom.in/school/datahari-public-school~sr92117
sr92118,DHAR PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,DHAR,454001,India,3947088,******13702,https://www.thestaffroom.in/school/dhar-public-school~sr92118
sr92119,DEEP JYOTI VIDHYA NIKETAN SENIOR SECONDARY SCHOOL SHAHGANJ,CBSE,1,MADHYA PRADESH,SEHORE,466554,India,3975008,******08608,https://www.thestaffroom.in/school/deep-jyoti-vidhya-niketan-senior-secondary-school-shahganj~sr92119
sr92120,CHAUDHARY CENTRAL CONVENT SCHOOL,CBSE,1,MADHYA PRADESH,BHIND,477001,India,4051827,******28328,https://www.thestaffroom.in/school/chaudhary-central-convent-school~sr92120
sr92121,PANDIT RAMLAL SHARMA ENGLISH MEDIUM SCHOOL,CBSE,1,MADHYA PRADESH,NARMADAPURAM,461001,India,3987950,******22907,https://www.thestaffroom.in/school/pandit-ramlal-sharma-english-medium-school~sr92121
sr92122,DELHI PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,GWALIOR,474010,India,3978731,******13008,https://www.thestaffroom.in/school/delhi-public-school~sr92122
sr92123,NIRMAL VIDHYAPEETH,CBSE,1,MADHYA PRADESH,KHARGONE,451115,India,3976995,******20307,https://www.thestaffroom.in/school/nirmal-vidhyapeeth~sr92123
sr92124,NORTH VALLEY PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,MORENA,476221,India,3950893,******00411,https://www.thestaffroom.in/school/north-valley-public-school~sr92124
sr92125,BALAGHAT ENGLISH HIGHER SECONDARY SCHOOL,CBSE,1,MADHYA PRADESH,BALAGHAT,481001,India,4055660,******23005,https://www.thestaffroom.in/school/balaghat-english-higher-secondary-school~sr92125
sr92126,DEVMATA HR SEC SCHOOL,CBSE,1,MADHYA PRADESH,SEHORE,466331,India,3927595,******17204,https://www.thestaffroom.in/school/devmata-hr-sec-school~sr92126
sr92127,"ST. XAVIERS INTERNATIONAL SCHOOL,",CBSE,1,MADHYA PRADESH,BURHANPUR,450331,India,4012041,******06710,https://www.thestaffroom.in/school/st-xaviers-international-school~sr92127
sr92128,GOLDEN TULIP INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,BALAGHAT,481445,India,3934105,******12922,https://www.thestaffroom.in/school/golden-tulip-international-school~sr92128
sr92129,SHREE SHANKAR SCHOOL,CBSE,1,MADHYA PRADESH,DHAR,454552,India,,,https://www.thestaffroom.in/school/shree-shankar-school~sr92129
sr92130,INTERNATIONAL PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,SEONI,480661,India,3946195,******09704,https://www.thestaffroom.in/school/international-public-school~sr92130
sr92131,INDORE PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,JHABUA,457661,India,3988914,******00918,https://www.thestaffroom.in/school/indore-public-school~sr92131
sr92132,SHAMGARH PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,MANDSAUR,412041,India,3987233,******16913,https://www.thestaffroom.in/school/shamgarh-public-school~sr92132
sr92133,ST.JOSEPHS CO-ED SCHOOL,CBSE,1,MADHYA PRADESH,BHOPAL,462042,India,3983034,******05605,https://www.thestaffroom.in/school/st-josephs-co-ed-school~sr92133
sr92134,KALYAN VIDHYA NIKETAN,CBSE,1,MADHYA PRADESH,INDORE,452014,India,3939231,******03204,https://www.thestaffroom.in/school/kalyan-vidhya-niketan~sr92134
sr92135,GREEN BELLS PUBLIC SCHOOL ENGLISH MEDIUM,CBSE,1,MADHYA PRADESH,SHAHDOL,484114,India,4000804,******18211,https://www.thestaffroom.in/school/green-bells-public-school-english-medium~sr92135
sr92136,S.D.P.S. INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,INDORE,452020,India,3910031,******04006,https://www.thestaffroom.in/school/s-d-p-s-international-school~sr92136
sr92137,MAHAR REGIMENT PUBLIC SCHOOL SAGAR,CBSE,1,MADHYA PRADESH,SAGAR,470001,India,4020577,******18935,https://www.thestaffroom.in/school/mahar-regiment-public-school-sagar~sr92137
sr92138,SHIV SHAKTI INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,JABALPUR,482053,India,4005818,******07305,https://www.thestaffroom.in/school/shiv-shakti-international-school~sr92138
sr92139,JAIN PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,RATLAM,457001,India,,,https://www.thestaffroom.in/school/jain-public-school~sr92139
sr92140,SHREE KHERAPATI SARKAAR PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,DATIA,475675,India,3954681,******33001,https://www.thestaffroom.in/school/shree-kherapati-sarkaar-public-school~sr92140
sr92141,SHRI TEKCHAND JAIN HIGHER SECONDARY SCHOOL AMBAH,CBSE,1,MADHYA PRADESH,MORENA,476111,India,4065921,******00449,https://www.thestaffroom.in/school/shri-tekchand-jain-higher-secondary-school-ambah~sr92141
sr92142,NEW TAIYABIYAH HIGH SCHOOL,CBSE,1,MADHYA PRADESH,RATLAM,457001,India,3960270,******21207,https://www.thestaffroom.in/school/new-taiyabiyah-high-school~sr92142
sr92143,HIND JUNIOR COLLEGE,CBSE,1,MADHYA PRADESH,SHAJAPUR,465001,India,3929088,******11707,https://www.thestaffroom.in/school/hind-junior-college~sr92143
sr92144,OPEN SKY ACADEMY,CBSE,1,MADHYA PRADESH,DEWAS,455223,India,3937710,******07202,https://www.thestaffroom.in/school/open-sky-academy~sr92144
sr92145,KARNI INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,MANDSAUR,458001,India,3997501,******22486,https://www.thestaffroom.in/school/karni-international-school~sr92145
sr92146,AJAY SATYA PRAKASH PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,JABALPUR,483220,India,4056285,******05003,https://www.thestaffroom.in/school/ajay-satya-prakash-public-school~sr92146
sr92147,SHREE SARASWATI SEMINARY SR. SEC. SCHOOL,CBSE,1,MADHYA PRADESH,MANDSAUR,458888,India,4044106,******15709,https://www.thestaffroom.in/school/shree-saraswati-seminary-sr-sec-school~sr92147
sr92148,THE IVY GLOBAL SCHOOL,CBSE,1,MADHYA PRADESH,BHOPAL,462043,India,3933730,******02320,https://www.thestaffroom.in/school/the-ivy-global-school~sr92148
sr92149,M.P. CONVENT SCHOOL,CBSE,1,MADHYA PRADESH,RAISEN,464665,India,,,https://www.thestaffroom.in/school/m-p-convent-school~sr92149
sr92150,KOPAL PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,BHOPAL,462044,India,,,https://www.thestaffroom.in/school/kopal-public-school~sr92150
sr92151,NEW HIMALAYA EDUCATIONAL ACADEMY,CBSE,1,MADHYA PRADESH,JHABUA,457990,India,3903639,******00234,https://www.thestaffroom.in/school/new-himalaya-educational-academy~sr92151
sr92152,SANSKAR PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,GWALIOR,474001,India,4003346,******12160,https://www.thestaffroom.in/school/sanskar-public-school~sr92152
sr92153,SKY HIGH PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,GWALIOR,475110,India,3916907,******14612,https://www.thestaffroom.in/school/sky-high-public-school~sr92153
sr92154,PODAR INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,UJJAIN,456664,India,3963023,******13702,https://www.thestaffroom.in/school/podar-international-school~sr92154
sr92155,THE CREATIVE PUBLIC HIGHER SECONDARY SCHOOL,CBSE,1,MADHYA PRADESH,KHARGONE,451001,India,3944032,******05704,https://www.thestaffroom.in/school/the-creative-public-higher-secondary-school~sr92155
sr92156,SWAMI VIVEKANAND HIGHER SECONDARY SCHOOL,CBSE,1,MADHYA PRADESH,SHIVPURI,473551,India,3949959,******00508,https://www.thestaffroom.in/school/swami-vivekanand-higher-secondary-school~sr92156
sr92157,SHRI RAM CENTENNIAL SCHOOL,CBSE,1,MADHYA PRADESH,INDORE,452010,India,4015216,******05203,https://www.thestaffroom.in/school/shri-ram-centennial-school~sr92157
sr92158,MODERN INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,INDORE,453111,India,3976433,******00906,https://www.thestaffroom.in/school/modern-international-school~sr92158
sr92159,VEDANSH INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,INDORE,452009,India,3905970,******05933,https://www.thestaffroom.in/school/vedansh-international-school~sr92159
sr92160,M.S. EXCELLENCE EDUCATION,CBSE,1,MADHYA PRADESH,RAISEN,464986,India,3965189,******23215,https://www.thestaffroom.in/school/m-s-excellence-education~sr92160
sr92161,NEIIL WORLD SCHOOL,CBSE,1,MADHYA PRADESH,GUNA,473001,India,4023863,******08204,https://www.thestaffroom.in/school/neiil-world-school~sr92161
sr92162,NEW ERA HIGHER SECONDARY SCHOOL,CBSE,1,MADHYA PRADESH,DEWAS,455001,India,3973738,******35603,https://www.thestaffroom.in/school/new-era-higher-secondary-school~sr92162
sr92163,BONANZA CONVENT HR SEC SCHOOL,CBSE,1,MADHYA PRADESH,SATNA,485112,India,3999778,******17090,https://www.thestaffroom.in/school/bonanza-convent-hr-sec-school~sr92163
sr92164,CHRIST JYOTI SCHOOL,CBSE,1,MADHYA PRADESH,TIKAMGARH,472442,India,3914005,******15630,https://www.thestaffroom.in/school/christ-jyoti-school~sr92164
sr92165,"M.G.M. SCHOOL, BETMA",CBSE,1,MADHYA PRADESH,INDORE,454774,India,4058406,******01101,https://www.thestaffroom.in/school/m-g-m-school-betma~sr92165
sr92166,LITTLE FLOWER INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,DATIA,475661,India,3933735,******30208,https://www.thestaffroom.in/school/little-flower-international-school~sr92166
sr92167,CENTRAL ACADEMY ENGLISH MEDIUM SCHOOL,CBSE,1,MADHYA PRADESH,MAIHAR,485771,India,3966144,******18805,https://www.thestaffroom.in/school/central-academy-english-medium-school~sr92167
sr92168,PARAMOUNT ACADEMY,CBSE,1,MADHYA PRADESH,MANDSAUR,458990,India,,,https://www.thestaffroom.in/school/paramount-academy~sr92168
sr92169,DE PAUL SCHOOL,CBSE,1,MADHYA PRADESH,SATNA,485113,India,3977186,******16716,https://www.thestaffroom.in/school/de-paul-school~sr92169
sr92170,DAKSH INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,NARSINGHPUR,487551,India,4024272,******06804,https://www.thestaffroom.in/school/daksh-international-school~sr92170
sr92171,SARTI INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,GWALIOR,474010,India,3919222,******09015,https://www.thestaffroom.in/school/sarti-international-school~sr92171
sr92172,GREEN FIELD PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,NEEMUCH,458110,India,4002165,******14924,https://www.thestaffroom.in/school/green-field-public-school~sr92172
sr92173,SANT CHAVARA NATIONAL ACADEMY,CBSE,1,MADHYA PRADESH,CHHINDWARA,480447,India,4035643,******04105,https://www.thestaffroom.in/school/sant-chavara-national-academy~sr92173
sr92174,"EMERALD PUBLIC SCHOOL,",CBSE,1,MADHYA PRADESH,DEWAS,455336,India,3945286,******20701,https://www.thestaffroom.in/school/emerald-public-school~sr92174
sr92175,ST.FLORA SENIOR SECONDARY SCHOOL,CBSE,1,MADHYA PRADESH,JHABUA,481001,India,3905885,******00209,https://www.thestaffroom.in/school/st-flora-senior-secondary-school~sr92175
sr92176,M G D EDUCATION ACEDMY,CBSE,1,MADHYA PRADESH,BHIND,477001,India,4051085,******11208,https://www.thestaffroom.in/school/m-g-d-education-acedmy~sr92176
sr92177,POTHENS PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,INDORE,452020,India,4010535,******07310,https://www.thestaffroom.in/school/pothens-public-school~sr92177
sr92178,"DELHI PUBLIC SCHOOL,",CBSE,1,MADHYA PRADESH,CHHINDWARA,480001,India,,,https://www.thestaffroom.in/school/delhi-public-school~sr92178
sr92179,G.D GOENKA PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,INDORE,453771,India,3914690,******10307,https://www.thestaffroom.in/school/g-d-goenka-public-school~sr92179
sr92180,SHAIL PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,UJJAIN,456771,India,4050758,******15015,https://www.thestaffroom.in/school/shail-public-school~sr92180
sr92181,"KEN INTERNATIONAL GIRLS SCHOOL,",CBSE,1,MADHYA PRADESH,UJJAIN,456010,India,,,https://www.thestaffroom.in/school/ken-international-girls-school~sr92181
sr92182,THE SOUTH INDIAN CULTURAL ASSOCIATION SENIOR SECONDARY SCHOOL,CBSE,1,MADHYA PRADESH,INDORE,453771,India,,,https://www.thestaffroom.in/school/the-south-indian-cultural-association-senior-secondary-school~sr92182
sr92183,SHRI ANAND HIGHER SECONDARY SCHOOL,CBSE,1,MADHYA PRADESH,INDORE,452009,India,,,https://www.thestaffroom.in/school/shri-anand-higher-secondary-school~sr92183
sr92184,CHRIST MEMORIAL HIGHER SECONDARY SCHOOL,CBSE,1,MADHYA PRADESH,BHOPAL,462030,India,,,https://www.thestaffroom.in/school/christ-memorial-higher-secondary-school~sr92184
sr92185,VIDHYANJALI INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,UJJAIN,456771,India,4018114,******24703,https://www.thestaffroom.in/school/vidhyanjali-international-school~sr92185
sr92186,NEW OXFORD JUNIOR COLLEGE,CBSE,1,MADHYA PRADESH,UJJAIN,456664,India,4029897,******03309,https://www.thestaffroom.in/school/new-oxford-junior-college~sr92186
sr92187,VISION INTERNATIONAL PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,JABALPUR,482002,India,4000607,******12804,https://www.thestaffroom.in/school/vision-international-public-school~sr92187
sr92188,GEETAANJALI PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,REWA,486001,India,4031398,******20010,https://www.thestaffroom.in/school/geetaanjali-public-school~sr92188
sr92189,SHASHWAT INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,UJJAIN,456550,India,3916108,******04513,https://www.thestaffroom.in/school/shashwat-international-school~sr92189
sr92190,BAL BHARATI PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,ANUPPUR,484330,India,4040408,******09433,https://www.thestaffroom.in/school/bal-bharati-public-school~sr92190
sr92191,ELITE GLOBAL SCHOOL RATLAM,CBSE,1,MADHYA PRADESH,RATLAM,457001,India,,,https://www.thestaffroom.in/school/elite-global-school-ratlam~sr92191
sr92192,VALLEY GREEN PUBLIC SCHOOL,CBSE,1,MADHYA PRADESH,GWALIOR,474001,India,4060602,******10707,https://www.thestaffroom.in/school/valley-green-public-school~sr92192
sr92193,PODAR INTERNATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,KHANDWA,450001,India,3934479,******14401,https://www.thestaffroom.in/school/podar-international-school~sr92193
sr92194,GURUKUL CONVENT HIGHER SECONDARY SCHOOL,CBSE,1,MADHYA PRADESH,RAISEN,464770,India,4013004,******07303,https://www.thestaffroom.in/school/gurukul-convent-higher-secondary-school~sr92194
sr92195,WISDOM VALLEY SCHOOL,CBSE,1,MADHYA PRADESH,JABALPUR,482001,India,4062534,******24129,https://www.thestaffroom.in/school/wisdom-valley-school~sr92195
